anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2022,0,64566,MINERA ESCONDIDA LIMITADA,79587210-8,MINA 0,Minería,,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Antofagasta,2101,-24.25560211,-69.13134766,Generador Industrial,,,183.74,2,Valorización,7.0,Preparación para reutilización,,,17 04 07 | Metales mezclados,17 04 07 | Metales mezclados,,17 | Residuos de la construcción y demolición,,04 | Metales (incluidas sus aleaciones),,Destinatario Final,SERVILINARES SPA,Antofagasta,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5453676,ORIZON S A,96929960-7,Almacenamiento Harina 4 Esquinas,Pesca y acuicultura,,Pesca marítima,A0311,"Pesca marítima industrial, excepto de barcos factoría",A031110,Biobío,Concepción,Talcahuano,8110,-36.77098347,-73.10945678,Generador Industrial,,,44.15,2,Valorización,8.0,Reciclaje,16.0,"Reciclaje de papel, cartón y productos de papel",20 01 01 | Papel y cartón,20 01 01 | Papel y cartón,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),5461845.0,SOREPA CONCEPCIÓN,SOC RECUPERADORA DE PAPEL SPA,Talcahuano,Biobío,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5479163,CONSTRUCTORA FV S.A.,81220300-2,ALMACENAMIENTO TEMPORAL RESPEL RUTA 5 KM 2082,Construcción,,Construcción de carreteras y líneas de ferrocarril,F4210,Construcción de carreteras y líneas de ferrocarril,F421000,Arica y Parinacota,Arica,Arica,15101,-18.38891319,-76.30160843,Generador Industrial,,,1.0,1,Eliminación,,,,,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",5473154.0,VERTEDERO MUNICIPAL,I MUNICIPALIDAD DE ARICA,Arica,Arica y Parinacota,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5479163,CONSTRUCTORA FV S.A.,81220300-2,ALMACENAMIENTO TEMPORAL RESPEL RUTA 5 KM 2082,Construcción,,Construcción de carreteras y líneas de ferrocarril,F4210,Construcción de carreteras y líneas de ferrocarril,F421000,Arica y Parinacota,Arica,Arica,15101,-18.38891319,-76.30160843,Generador Industrial,,,3.7,1,Eliminación,3.0,Disposición final,30.0,Basural,17 02 01 | Madera libre de impregnación o pinturas,17 02 01 | Madera libre de impregnación o pinturas,,17 | Residuos de la construcción y demolición,,"02 | Madera, vidrio y plástico",5473154.0,VERTEDERO MUNICIPAL,I MUNICIPALIDAD DE ARICA,Arica,Arica y Parinacota,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5466099,SALMONES FRIOAYSEN S.A.,96960650-K,ALTHAIR (110895),Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.34345798,-73.5960825,Generador Industrial,,,0.86,2,Valorización,8.0,Reciclaje,18.0,Reciclaje de plásticos,20 01 39 | Plásticos,20 01 39 | Plásticos,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),5474837.0,CENTRO ACOPIO MATERIAL RECICLABLE,CHRISTIAN EDUARDO MARTINO BENAVIDES RECICLAJES MARTINO E.I.R.L.,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5474160,COMPANIA GENERAL DE ELECTRICIDAD S.A.,76411321-7,CGE MAULE,Otras actividades,,"Generación, transmisión y distribución de energía eléctrica",D3510,Distribución de energía eléctrica,D351030,Maule,Talca,Talca,7101,-35.41948993,-71.66816109,Generador Industrial,,,11.1,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,17 01 01 | Hormigón,17 01 01 | Hormigón,,17 | Residuos de la construcción y demolición,,"01 | Hormigón, ladrillos, tejas y materiales cerámicos",6054.0,RELLENO SANITARIO EL RETAMO,RELLENOS SANITARIOS DEL MAULE S A,Talca,Maule,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5466099,SALMONES FRIOAYSEN S.A.,96960650-K,ALTHAIR (110895),Pesca y acuicultura,,Acuicultura marina,A0321,Cultivo y crianza de peces marinos,A032110,Aysén del Gral. Carlos Ibañez del Campo,Aysén,Aysén,11201,-45.34345798,-73.5960825,Generador Industrial,,,2.4,1,Eliminación,3.0,Disposición final,12.0,Vertedero,20 01 99 | Otras fracciones no especificadas en otra categoría,20 01 99 | Otras fracciones no especificadas en otra categoría,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),5465986.0,SERVICIOS BAHAMONDE,SERVICIOS INDUSTRIALES BAHAMONDE LIMITADA,Aysén,Aysén del Gral. Carlos Ibañez del Campo,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,0.9,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,RUPERTINO DEL CARMEN PALLAUTA,RUPERTINO DEL CARMEN PALLAUTA,Alto del Carmen,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,2.0,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,Destinatario Final,ALCIDES ENRIQUE ALCAYAGA MENDEZ,Alto del Carmen,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,4.0,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,Destinatario Final,ALDO NICOLAS PAEZ PAEZ,Alto del Carmen,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,5.0,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,Destinatario Final,RODRIGO ELEAZAR ALCAYAGA GARATE,Vallenar,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,5.0,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,GONZALO ENRIQUE ALCAYAGA LEYTON,GONZALO ENRIQUE ALCAYAGA LEYTON,Vallenar,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,10.0,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,Destinatario Final,JULIO VICENTE FLORES GODOY,Alto del Carmen,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,13.0,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,Destinatario Final,EDUARDO FABIAN BARRERA ARDILES,Alto del Carmen,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,4587256,COOP AGRICOLA PISQUERA ELQUI LTDA,82262600-9,ALTO DEL CARMEN,Otras industrias manufactureras,,"Destilación, rectificación y mezcla de bebidas alcohólicas",C1101,Elaboración de pisco (industrias pisqueras),C110110,Atacama,Huasco,Alto del Carmen,3302,-28.75892526,-70.48486677,Generador Industrial,,,18.0,2,Valorización,31.0,Aplicación al Suelo,,,"02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas","02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas",,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,Destinatario Final,ROSA RAMONA VILLEGAS SEGOBIA,Vallenar,Atacama,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5485694,CONSTRUCTORA PACAL S A,84439900-6,Alto del Sol,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Antofagasta,Antofagasta,Antofagasta,2101,-23.5743619,-70.3903095,Generador Industrial,,,67.08,1,Eliminación,3.0,Disposición final,12.0,Vertedero,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5470028.0,VERTEDERO MUNICIPAL MEJILLONES,I MUNICIPALIDAD DE MEJILLONES,Mejillones,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5487198,INMOBILIARIA ALTO LA CRUZ LIMITADA,77132010-4,Alto La Cruz Condominio III,Otras actividades,,Actividades inmobiliarias realizadas con bienes propios o arrendados,L6810,"Compra, venta y alquiler (excepto amoblados) de inmuebles",L681012,Metropolitana de Santiago,Talagante,Padre Hurtado,13604,-33.5727482,-70.8286021,Generador Industrial,,,816.0,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5464363.0,REGENERADORA DE MATERIALES DE CONSTRUCCION S A,REGENERADORA DE MATERIALES DE CONSTRUCCION S A,Puente Alto,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5487198,INMOBILIARIA ALTO LA CRUZ LIMITADA,77132010-4,Alto La Cruz Condominio III,Otras actividades,,Actividades inmobiliarias realizadas con bienes propios o arrendados,L6810,"Compra, venta y alquiler (excepto amoblados) de inmuebles",L681012,Metropolitana de Santiago,Talagante,Padre Hurtado,13604,-33.5727482,-70.8286021,Generador Industrial,,,3263.37,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5478506.0,INVERSIONES CORMI LIMITADA,INVERSIONES CORMI LIMITADA,Pudahuel,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5468626,ARCOS DORADOS RESTAURANTES DE CHILE SPA,96620260-2,ALTO LAS CONDES,Otras actividades,,Actividades de restaurantes y de servicio móvil de comidas,I5610,Actividades de restaurantes y de servicio móvil de comidas,I561000,Metropolitana de Santiago,Santiago,Las Condes,13114,-33.39087581,-70.54628336,Generador Industrial,,,7.848,5,Recepción y Almacenamiento,35.0,Pretratamiento (I.R.A.R.),40.0,Pretratamiento de aceites y grasas comestibles,20 01 25 | Aceites y grasas comestibles,20 01 25 | Aceites y grasas comestibles,,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),5466728.0,SOCIEDAD GENERAL RENDERING CHILE SA,SOCIEDAD GENERAL RENDERING CHILE LIMITADA,Lampa,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5485690,CONSTRUCTORA PACAL S A,84439900-6,Alto Licancabur,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Antofagasta,Antofagasta,Antofagasta,2101,-23.5743619,-70.3903095,Generador Industrial,,,137.68,1,Eliminación,3.0,Disposición final,12.0,Vertedero,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5470028.0,VERTEDERO MUNICIPAL MEJILLONES,I MUNICIPALIDAD DE MEJILLONES,Mejillones,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5468142,SINERGIA INMOBILIARIA S.A.,96787990-8,ALTO MACUL,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Metropolitana de Santiago,Santiago,La Florida,13110,-33.51723318,-70.54119616,Generador Industrial,,,156.6,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5478506.0,INVERSIONES CORMI LIMITADA,INVERSIONES CORMI LIMITADA,Pudahuel,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5468142,SINERGIA INMOBILIARIA S.A.,96787990-8,ALTO MACUL,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Metropolitana de Santiago,Santiago,La Florida,13110,-33.51723318,-70.54119616,Generador Industrial,,,299.67,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5466772.0,BOTADERO SEMOT,SERVICIO MECANIZADO PARA MOVIMIENTO DE TIERRA LIMITADA,Puente Alto,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5468142,SINERGIA INMOBILIARIA S.A.,96787990-8,ALTO MACUL,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Metropolitana de Santiago,Santiago,La Florida,13110,-33.51723318,-70.54119616,Generador Industrial,,,649.58,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5464363.0,REGENERADORA DE MATERIALES DE CONSTRUCCION S A,REGENERADORA DE MATERIALES DE CONSTRUCCION S A,Puente Alto,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5468142,SINERGIA INMOBILIARIA S.A.,96787990-8,ALTO MACUL,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Metropolitana de Santiago,Santiago,La Florida,13110,-33.51723318,-70.54119616,Generador Industrial,,,2745.72,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5464301.0,INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA,INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA,San Bernardo,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5483880,BARRIO BOSQUE INGLES 5 SPA.,76282185-0,Alto Marañon 3,Otras actividades,,Actividades inmobiliarias realizadas con bienes propios o arrendados,L6810,"Compra, venta y alquiler (excepto amoblados) de inmuebles",L681012,Valparaíso,Valparaíso,Viña del Mar,5109,-33.0413442,-71.5550076,Generador Industrial,,,100.05,1,Eliminación,3.0,Disposición final,11.0,Relleno sanitario,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,,INMOBILIARIA E INVERSIONES URVAN GROUP LIMITADA,INMOBILIARIA E INVERSIONES URVAN GROUP LIMITADA,Viña del Mar,Valparaíso,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5483877,BARRIO BOSQUE INGLES 5 SPA.,76282185-0,Alto Mirador,Otras actividades,,Actividades inmobiliarias realizadas con bienes propios o arrendados,L6810,"Compra, venta y alquiler (excepto amoblados) de inmuebles",L681012,Valparaíso,Valparaíso,Valparaíso,5101,-33.0615741,-71.5851781,Generador Industrial,,,1853.1,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,,INMOBILIARIA E INVERSIONES URVAN GROUP LIMITADA,INMOBILIARIA E INVERSIONES URVAN GROUP LIMITADA,Viña del Mar,Valparaíso,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5485692,CONSTRUCTORA PACAL S A,84439900-6,Alto Parinacota,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Antofagasta,Antofagasta,Antofagasta,2101,-23.5743619,-70.3903095,Generador Industrial,,,49.02,1,Eliminación,3.0,Disposición final,12.0,Vertedero,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5470028.0,VERTEDERO MUNICIPAL MEJILLONES,I MUNICIPALIDAD DE MEJILLONES,Mejillones,Antofagasta,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5467533,SINERGIA INMOBILIARIA S.A.,96787990-8,ALTO SACRAMENTO,Construcción,,Construcción de edificios para uso residencial y no residencial,F4100,Construcción de edificios para uso residencial,F410010,Metropolitana de Santiago,Maipo,Buin,13402,-33.74878505,-70.73927395,Generador Industrial,,,2818.8,1,Eliminación,3.0,Disposición final,60.0,Sitio de Escombros de la Construcción,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5464301.0,INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA,INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA,San Bernardo,Metropolitana de Santiago,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5474684,ALVAREZ Y ALVAREZ LIMITADA,77456660-0,ALVAREZ Y ALVAREZ LTDA,Otras industrias manufactureras,,"Elaboración y conservación de pescado, crustáceos y moluscos",C1020,Elaboración y conservación de salmónidos,C102020,Magallanes y de la Antártica Chilena,Última Esperanza,Natales,12401,-51.7302836,-72.47151472,Generador Industrial,,,1.0,1,Eliminación,3.0,Disposición final,12.0,Vertedero,02 01 04 | Residuos de plásticos (excepto embalajes),02 01 04 | Residuos de plásticos (excepto embalajes),,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",,"01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca",5466567.0,VERTEDERO MUNICIPAL DE NATALES,ILUSTRE MUNICIPALIDAD DE NATALES,Natales,Magallanes y de la Antártica Chilena,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5474684,ALVAREZ Y ALVAREZ LIMITADA,77456660-0,ALVAREZ Y ALVAREZ LTDA,Otras industrias manufactureras,,"Elaboración y conservación de pescado, crustáceos y moluscos",C1020,Elaboración y conservación de salmónidos,C102020,Magallanes y de la Antártica Chilena,Última Esperanza,Natales,12401,-51.7302836,-72.47151472,Generador Industrial,,,4.5,1,Eliminación,3.0,Disposición final,12.0,Vertedero,17 06 04 | Materiales de aislamiento distintos de los especificados en los códigos 17 06 01 y 17 06 03,17 06 04 | Materiales de aislamiento distintos de los especificados en los códigos 17 06 01 y 17 06 03,,17 | Residuos de la construcción y demolición,,06 | Materiales de aislamiento y materiales de construcción que no contienen amianto (asbesto),5466567.0,VERTEDERO MUNICIPAL DE NATALES,ILUSTRE MUNICIPALIDAD DE NATALES,Natales,Magallanes y de la Antártica Chilena,Chile,gi-sinader-2022-ckan.xlsx,False
2022,0,5474684,ALVAREZ Y ALVAREZ LIMITADA,77456660-0,ALVAREZ Y ALVAREZ LTDA,Otras industrias manufactureras,,"Elaboración y conservación de pescado, crustáceos y moluscos",C1020,Elaboración y conservación de salmónidos,C102020,Magallanes y de la Antártica Chilena,Última Esperanza,Natales,12401,-51.7302836,-72.47151472,Generador Industrial,,,8.2,1,Eliminación,3.0,Disposición final,12.0,Vertedero,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",,17 | Residuos de la construcción y demolición,,09 | Otros residuos de construcción y demolición,5466567.0,VERTEDERO MUNICIPAL DE NATALES,ILUSTRE MUNICIPALIDAD DE NATALES,Natales,Magallanes y de la Antártica Chilena,Chile,gi-sinader-2022-ckan.xlsx,False
