año;rol_establecimiento;id_rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;id_capitulo_ler;subcapitulo_ler;id_subcapitulo_ler;nombre_ler;id_nombre_ler;ler_codigo;id_ler_codigo
2021;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,45037528;-69,42276696;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;370,08;Depósito de Seguridad;33;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10;3; Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10;170203
2021;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,45037528;-69,42276696;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;4,916;Relleno sanitario;11;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;02 | Residuos de tratamientos físicoquímicos de residuos (incluidas la descromatación, descianuración y neutralización);2;19 02 06 | Lodos de tratamientos físicoquímicos, distintos de los especificados en el código 19 02 05;6; Lodos de tratamientos físicoquímicos, distintos de los especificados en el código 19 02 05;190206
2021;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,45037528;-69,42276696;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;2353,67;Depósito de Seguridad;33;Eliminación;1;17 | Residuos de la construcción y demolición;17;09 | Otros residuos de construcción y demolición;9;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;4; Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;170904
2021;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,45037528;-69,42276696;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;2;0,82;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1; Mezclas de residuos municipales;200301
2021;Destinatario Final;4;359114;PLANTA SÉCHÉ CHILE;SOLUCIONES AMBIENTALES DEL NORTE SA;76849990-K;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-23,45037528;-69,42276696;2103;Sierra Gorda;Antofagasta;Antofagasta;Gestores de residuos;15;1;186,72;Depósito de Seguridad;33;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;09 | Residuos de la preparación de agua para consumo humano o agua para uso industrial;9;19 09 02 | Lodos de la clarificación del agua;2; Lodos de la clarificación del agua;190902
2021;Destinatario Final;4;386175;CENTINELA SULFUROS;MINERA CENTINELA;76727040-2;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-22,97708426;-69,1196501;2103;Sierra Gorda;Antofagasta;Antofagasta;Minería;4;1;11,94;Relleno sanitario;11;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;06 | Residuos del tratamiento anaeróbico de residuos;6;19 06 04 | Lodos de digestión del tratamiento anaeróbico de residuos municipales;4; Lodos de digestión del tratamiento anaeróbico de residuos municipales;190604
2021;Destinatario Final;4;386175;CENTINELA SULFUROS;MINERA CENTINELA;76727040-2;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-22,97708426;-69,1196501;2103;Sierra Gorda;Antofagasta;Antofagasta;Minería;4;1;1264,694;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;99; Residuos municipales no especificados en otra categoría;200399
2021;Destinatario Final;4;386175;CENTINELA SULFUROS;MINERA CENTINELA;76727040-2;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-22,97708426;-69,1196501;2103;Sierra Gorda;Antofagasta;Antofagasta;Minería;4;1;2543,183;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99; Otras fracciones no especificadas en otra categoría;200199
2021;Destinatario Final;4;386175;CENTINELA SULFUROS;MINERA CENTINELA;76727040-2;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-22,97708426;-69,1196501;2103;Sierra Gorda;Antofagasta;Antofagasta;Minería;4;1;448,22;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;38; Madera distinta de la especificada en el código 20 01 37;200138
2021;Destinatario Final;4;3862963;PROEX LTDA;PROEX SPA;78040440-K;Elaboración y conservación de carne;C1010;Explotación de mataderos de bovinos, ovinos, equinos, caprinos, porcinos y camélidos;C101011;-33,96244082;-70,65671041;6110;Mostazal;Cachapoal;Libertador General Bernardo O'Higgins;Otras industrias manufactureras;10;1;33421,936;Reciclaje de residuos de pastas y/o productos alimenticios para consumo animal;66;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 02 | Residuos de tejidos de animales;2; Residuos de tejidos de animales;20102
2021;Destinatario Final;4;4009583;RECAUCHAJES ATLAS LTDA;RECAUCHAJES ATLAS LTDA;84136500-3;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";C2211;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";C221100;-33,39776222;-70,69301451;13128;Renca;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;763,83;Reciclaje de Residuos voluminosos;22;Valorización;2;07 | Residuos de procesos químicos orgánicos;7;02 | Residuos de la FFDU de plásticos, caucho sintético y fibras artificiales;2;07 02 99 | Residuos no especificados en otra categoría;99; Residuos no especificados en otra categoría;70299
2021;Destinatario Final;4;4009583;RECAUCHAJES ATLAS LTDA;RECAUCHAJES ATLAS LTDA;84136500-3;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";C2211;"Fabricación de cubiertas y cámaras de caucho; recauchutado y renovación de cubiertas de caucho";C221100;-33,39776222;-70,69301451;13128;Renca;Santiago;Metropolitana de Santiago;Industria química, de plástico y caucho;7;1;2966,527;Reciclaje de Neumáticos Fuera de Uso;46;Valorización;2;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 03 | Neumáticos fuera de uso;3; Neumáticos fuera de uso;160103
2021;Destinatario Final;4;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;69254400-5;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-54,9361275;-67,61397241;12201;Cabo de Hornos;Antártica Chilena;Magallanes y de la Antártica Chilena;Otras actividades;20;1;308,073;Basural;30;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7; Residuos voluminosos (incluidos muebles);200307
2021;Destinatario Final;4;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;69254400-5;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-54,9361275;-67,61397241;12201;Cabo de Hornos;Antártica Chilena;Magallanes y de la Antártica Chilena;Otras actividades;20;1;3,659;Basural;30;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1; Papel y cartón;200101
2021;Destinatario Final;4;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;69254400-5;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-54,9361275;-67,61397241;12201;Cabo de Hornos;Antártica Chilena;Magallanes y de la Antártica Chilena;Otras actividades;20;1;0,014;Basural;30;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40; Metales;200140
2021;Destinatario Final;4;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;69254400-5;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-54,9361275;-67,61397241;12201;Cabo de Hornos;Antártica Chilena;Magallanes y de la Antártica Chilena;Otras actividades;20;1;3,028;Basural;30;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2; Vidrio;200102
2021;Destinatario Final;4;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;69254400-5;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-54,9361275;-67,61397241;12201;Cabo de Hornos;Antártica Chilena;Magallanes y de la Antártica Chilena;Otras actividades;20;1;1444,528;Vertedero;12;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7; Residuos voluminosos (incluidos muebles);200307
2021;Destinatario Final;4;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;69254400-5;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-54,9361275;-67,61397241;12201;Cabo de Hornos;Antártica Chilena;Magallanes y de la Antártica Chilena;Otras actividades;20;1;0,574;Basural;30;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39; Plásticos;200139
2021;Destinatario Final;4;414080;MINERA CASERONES;SCM MINERA LUMINA COPPER CHILE;99531960-8;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-28,1537314;-69,7876509;3103;Tierra Amarilla;Copiapó;Atacama;Minería;4;1;3486,641;Relleno sanitario;11;Eliminación;1;17 | Residuos de la construcción y demolición;17;09 | Otros residuos de construcción y demolición;9;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;4; Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;170904
2021;Destinatario Final;4;45;CIA. MINERA CERRO COLORADO LTDA.;CIA MINERA CERRO COLORADO LTDA;94621000-5;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-20,05762649;-69,2573269;1401;Pozo Almonte;Tamarugal;Tarapacá;Minería;4;1;9,886;Relleno sanitario;11;Eliminación;1;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;19 08 05 | Lodos del tratamiento de aguas residuales urbanas;5; Lodos del tratamiento de aguas residuales urbanas;190805
2021;Destinatario Final;4;45;CIA. MINERA CERRO COLORADO LTDA.;CIA MINERA CERRO COLORADO LTDA;94621000-5;Extracción y procesamiento de cobre;B0400;Extracción y procesamiento de cobre;B040000;-20,05762649;-69,2573269;1401;Pozo Almonte;Tamarugal;Tarapacá;Minería;4;1;173,304;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1; Mezclas de residuos municipales;200301
2021;Destinatario Final;4;4540;FAENA EL PENON;MINERA MERIDIAN LIMITADA;96508670-6;Extracción de otros minerales metalíferos no ferrosos, excepto cobre;B0729;Extracción de otros minerales metalíferos no ferrosos n.c.p. (excepto zinc, plomo y manganeso);B072999;-24,41177538;-69,4987687;2101;Antofagasta;Antofagasta;Antofagasta;Minería;4;1;80,662;Relleno sanitario;11;Eliminación;1;01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;1;01 | Residuos de la extracción de minerales;1;01 01 01 | Residuos de la extracción de minerales metálicos;1; Residuos de la extracción de minerales metálicos;10101
2021;Destinatario Final;4;4540;FAENA EL PENON;MINERA MERIDIAN LIMITADA;96508670-6;Extracción de otros minerales metalíferos no ferrosos, excepto cobre;B0729;Extracción de otros minerales metalíferos no ferrosos n.c.p. (excepto zinc, plomo y manganeso);B072999;-24,41177538;-69,4987687;2101;Antofagasta;Antofagasta;Antofagasta;Minería;4;1;236,43;Preparación para reutilización;7;Valorización;2;01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales;1;01 | Residuos de la extracción de minerales;1;01 01 01 | Residuos de la extracción de minerales metálicos;1; Residuos de la extracción de minerales metálicos;10101
2021;Destinatario Final;4;4585713;JUGOS DEL MAIPO;SANTA TERESA S. A.;79513550-2;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;-33,73522767;-70,88747093;13603;Isla de Maipo;Talagante;Metropolitana de Santiago;Otras industrias manufactureras;10;1;4742,14;Compostaje;27;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas;1; Residuos de lavado, limpieza y reducción mecánica de materias primas;20701
2021;Destinatario Final;4;2289604;PLANTA ANTOFAGASTA;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos peligrosos;E3822;Tratamiento y eliminación de desechos peligrosos;E382200;-24,25935832;-70,03564303;2101;Antofagasta;Antofagasta;Antofagasta;Gestores de residuos;15;1;1242,34;Depósito de Seguridad;33;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 01 | Madera libre de impregnación o pinturas;1; Madera libre de impregnación o pinturas;170201
2021;Destinatario Final;4;4585713;JUGOS DEL MAIPO;SANTA TERESA S. A.;79513550-2;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;-33,73522767;-70,88747093;13603;Isla de Maipo;Talagante;Metropolitana de Santiago;Otras industrias manufactureras;10;1;1084,127;Compostaje;27;Valorización;2;19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial;19;08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría;8;19 08 12 | Lodos procedentes del tratamiento biológico de aguas residuales industriales distintos de los especificados en el código 19 08 11;12; Lodos procedentes del tratamiento biológico de aguas residuales industriales distintos de los especificados en el código 19 08 11;190812
2021;Destinatario Final;4;4585713;JUGOS DEL MAIPO;SANTA TERESA S. A.;79513550-2;Elaboración de otros productos alimenticios n.c.p.;C1079;Elaboración de otros productos alimenticios n.c.p.;C107909;-33,73522767;-70,88747093;13603;Isla de Maipo;Talagante;Metropolitana de Santiago;Otras industrias manufactureras;10;2;2621,82;Aplicación al Suelo;31;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas;1; Residuos de lavado, limpieza y reducción mecánica de materias primas;20701
2021;Destinatario Final;4;4585953;PLANTA DE AGUAS SERVIDAS ALMENDRAL;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,7478128;-70,73984136;5701;San Felipe;San Felipe;Valparaíso;Plantas de tratamiento de aguas servidas;14;1;8537,285;Recepción de Lodos en PTAS;32;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 04 | Lodos de fosas sépticas;4; Lodos de fosas sépticas;200304
2021;Destinatario Final;4;4585978;PLANTA DE TRATAMIENTO DE AS MOLINO;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,90393068;-71,2783445;5501;Quillota;Quillota;Valparaíso;Plantas de tratamiento de aguas servidas;14;1;383,764;Recepción de Lodos en PTAS;32;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 04 | Lodos de fosas sépticas;4; Lodos de fosas sépticas;200304
2021;Destinatario Final;4;4585989;PLANTA DE AGUAS SERVIDAS CORDILLERA;ESVAL S.A.;76000739-0;Evacuación de aguas residuales;E3700;Evacuación y tratamiento de aguas servidas;E370000;-32,80740191;-70,63196146;5301;Los Andes;Los Andes;Valparaíso;Plantas de tratamiento de aguas servidas;14;1;4276,408;Recepción de Lodos en PTAS;32;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 04 | Lodos de fosas sépticas;4; Lodos de fosas sépticas;200304
2021;Destinatario Final;4;4586085;PLANTA EL TREBAL;SOC PETREOS S A;93933000-3;Fabricación de otros productos minerales no metálicos n.c.p.;C2399;Fabricación de otros productos minerales no metálicos n.c.p.;C239900;-33,53042096;-70,80770993;13604;Padre Hurtado;Talagante;Metropolitana de Santiago;Otras industrias manufactureras;10;1;46769,21;Monorelleno;14;Eliminación;1;17 | Residuos de la construcción y demolición;17;01 | Hormigón, ladrillos, tejas y materiales cerámicos;1;17 01 01 | Hormigón;1; Hormigón;170101
2021;Destinatario Final;4;4586364;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, CALBUCO;EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A;96579800-5;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-41,76601436;-73,1592711;10102;Calbuco;Llanquihue;Los Lagos;Captación, tratamiento y distribución de agua;13;1;451,7;Recepción de Lodos en PTAS;32;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 04 | Lodos de fosas sépticas;4; Lodos de fosas sépticas;200304
2021;Destinatario Final;4;4586364;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, CALBUCO;EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A;96579800-5;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-41,76601436;-73,1592711;10102;Calbuco;Llanquihue;Los Lagos;Captación, tratamiento y distribución de agua;13;1;16,65;Recepción de Lodos en PTAS;32;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 04 | Lodos del tratamiento in situ de efluentes;4; Lodos del tratamiento in situ de efluentes;20204
2021;Destinatario Final;4;4586364;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, CALBUCO;EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A;96579800-5;Captación, tratamiento y distribución de agua;E3600;Captación, tratamiento y distribución de agua;E360000;-41,76601436;-73,1592711;10102;Calbuco;Llanquihue;Los Lagos;Captación, tratamiento y distribución de agua;13;1;10;Recepción de Lodos en PTAS;32;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 01 | Lodos de lavado y limpieza;1; Lodos de lavado y limpieza;20101
2021;Destinatario Final;4;4587259;PUNITAQUI;COOP AGRICOLA PISQUERA ELQUI LTDA;82262600-9;Destilación, rectificación y mezcla de bebidas alcohólicas;C1101;Elaboración de pisco (industrias pisqueras);C110110;-30,7773047;-71,25559178;4301;Ovalle;Limarí;Coquimbo;Otras industrias manufactureras;10;1;2447;Compostaje;27;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas;1; Residuos de lavado, limpieza y reducción mecánica de materias primas;20701
2021;Destinatario Final;4;4587767;FUNDO PEUMO;VINA CONCHA Y TORO S A;90227000-0;Cultivo de uva;A0121;Cultivo de uva destinada a la producción de vino;A012112;-34,36477705;-71,1990012;6112;Peumo;Cachapoal;Libertador General Bernardo O'Higgins;Producción agropecuaria;1;1;1524,4;Preparación para reutilización;7;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;02 07 01 | Residuos de lavado, limpieza y reducción mecánica de materias primas;1; Residuos de lavado, limpieza y reducción mecánica de materias primas;20701
2021;Destinatario Final;4;4587897;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;ECOMAULE S A;99539220-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-35,20075205;-71,40190702;7108;Río Claro;Talca;Maule;Gestores de residuos;15;1;669,35211;Compostaje;27;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;"03 | Residuos de la preparación y elaboración de frutas, hortalizas, cereales, aceites comestibles, cacao, café, té y tabaco; producción de conservas; producción de levadura y extracto de levadura, preparación y fermentación de melazas";3;02 03 04 | Materiales inadecuados para el consumo o la elaboración;4; Materiales inadecuados para el consumo o la elaboración;20304
2021;Destinatario Final;4;4587897;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;ECOMAULE S A;99539220-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-35,20075205;-71,40190702;7108;Río Claro;Talca;Maule;Gestores de residuos;15;1;643,7385;Relleno sanitario;11;Eliminación;1;04 | Residuos de las industrias del cuero, de la piel y textil;4;01 | Residuos de las industrias del cuero y de la piel;1;04 01 99 | Residuos no especificados en otra categoría;99; Residuos no especificados en otra categoría;40199
2021;Destinatario Final;4;4587897;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;ECOMAULE S A;99539220-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-35,20075205;-71,40190702;7108;Río Claro;Talca;Maule;Gestores de residuos;15;1;641,738;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 99 | Residuos no especificados en otra categoría;99; Residuos no especificados en otra categoría;20299
2021;Destinatario Final;4;4587897;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;ECOMAULE S A;99539220-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-35,20075205;-71,40190702;7108;Río Claro;Talca;Maule;Gestores de residuos;15;1;587,8358;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 99 | Residuos no especificados en otra categoría;99; Residuos no especificados en otra categoría;20199
2021;Destinatario Final;4;4587897;CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE;ECOMAULE S A;99539220-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-35,20075205;-71,40190702;7108;Río Claro;Talca;Maule;Gestores de residuos;15;1;506,97;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1; Papel y cartón;200101
