id;año;rol_establecimiento;id_rol_establecimiento;id_vu;nombre_establecimiento;razon_social;rut_razon_social;ciiu4;id_ciiu4;ciiu6;id_ciiu6;latitud;longitud;id_comuna;comuna;provincia;region;rubro_vu;id_rubro_vu;entrada_salida;cantidad_toneladas;tratamiento_nivel_3;id_tratamiento_nivel_3;tratamiento_nivel_1;id_tratamiento_nivel_1;capitulo_ler;id_capitulo_ler;subcapitulo_ler;id_subcapitulo_ler;nombre_ler;ler_codigo
1751;2022;Destinatario Final;4;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;69220200-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,376885208315;-73,019869685318;10109;Puerto Varas;Llanquihue;Los Lagos;Gestores de residuos;15;1;15,861;Relleno sanitario;11;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08);1;16 01 99 | Residuos no especificados de otra forma;16 01 99 
1752;2022;Destinatario Final;4;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;69220200-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,376885208315;-73,019869685318;10109;Puerto Varas;Llanquihue;Los Lagos;Gestores de residuos;15;1;48,037;Relleno sanitario;11;Eliminación;1;16 | Residuos no especificados en otro capítulo de la lista;16;03 | Lotes de productos fuera de especificación y productos no utilizados;3;16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03;16 03 04 
1753;2022;Destinatario Final;4;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;69220200-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,376885208315;-73,019869685318;10109;Puerto Varas;Llanquihue;Los Lagos;Gestores de residuos;15;1;73,545;Relleno sanitario;11;Eliminación;1;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);18;01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas;1;18 01 01 | Objetos cortantes y punzantes (excepto el código 18 01 03);18 01 01 
1754;2022;Destinatario Final;4;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;69220200-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,376885208315;-73,019869685318;10109;Puerto Varas;Llanquihue;Los Lagos;Gestores de residuos;15;1;622,353;Relleno sanitario;11;Eliminación;1;18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios);18;01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas;1;18 01 04 | Residuos cuya recogida y eliminación no es objeto de requisitos especiales para prevenir infecciones (por ejemplo, vendajes, vaciados de yeso, ropa blanca, ropa desechable, pañales);18 01 04 
1755;2022;Destinatario Final;4;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;69220200-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,376885208315;-73,019869685318;10109;Puerto Varas;Llanquihue;Los Lagos;Gestores de residuos;15;1;167,407;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;20 01 99 
1756;2022;Destinatario Final;4;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;69220200-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,376885208315;-73,019869685318;10109;Puerto Varas;Llanquihue;Los Lagos;Gestores de residuos;15;1;20,175;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 03 | Residuos de limpieza viaria;20 03 03 
1757;2022;Destinatario Final;4;5465162;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;69220200-7;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-41,376885208315;-73,019869685318;10109;Puerto Varas;Llanquihue;Los Lagos;Gestores de residuos;15;1;2525,365;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;20 03 99 
1758;2022;Destinatario Final;4;879723;ILUSTRE MUNICIPALIDAD DE PICA;I MUNICIPALIDAD DE PICA;69010400-8;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-20,485952270974;-69,310613075508;1405;Pica;Tamarugal;Tarapacá;Otras actividades;20;1;4,434;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 38 | Madera distinta de la especificada en el código 20 01 37;20 01 38 
1759;2022;Destinatario Final;4;879723;ILUSTRE MUNICIPALIDAD DE PICA;I MUNICIPALIDAD DE PICA;69010400-8;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-20,485952270974;-69,310613075508;1405;Pica;Tamarugal;Tarapacá;Otras actividades;20;1;1,136;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);20 03 07 
1760;2022;Destinatario Final;4;879723;ILUSTRE MUNICIPALIDAD DE PICA;I MUNICIPALIDAD DE PICA;69010400-8;Actividades de la administración pública en general;O8411;Actividades de la administración pública en general;O841100;-20,485952270974;-69,310613075508;1405;Pica;Tamarugal;Tarapacá;Otras actividades;20;1;15,401;Relleno sanitario;11;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;20 03 99 
1761;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;9,79;Depósito de Seguridad;33;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;3;03 03 99 | Residuos no especificados en otra categoría;03 03 99 
1762;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;131,365;Depósito de Seguridad;33;Eliminación;1;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 99 | Residuos municipales no especificados en otra categoría;20 03 99 
1763;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;3,5;Disposición final;3;Eliminación;1;17 | Residuos de la construcción y demolición;17;09 | Otros residuos de construcción y demolición;9;17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03;17 09 04 
1764;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;473,49;Eliminación;1;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 02 | Residuos de tejidos de animales;02 01 02 
1765;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;3,71;Eliminación;1;Eliminación;1;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 07 | Plástico PVC (policloruro de vinilo);17 02 07 
2450;2022;Destinatario Final;4;5461089;GREKAD MET LTDA;SERVICIOS GREKAD-MET LIMITADA;76001953-4;Otras actividades de servicios personales n.c.p.;S9609;Otras actividades de servicios personales n.c.p.;S960909;-20,255082787677;-70,089864396824;1107;Alto Hospicio;Iquique;Tarapacá;Otras actividades;20;2;42,23;Reciclaje de plásticos;18;Valorización;2;17 | Residuos de la construcción y demolición;17;02 | Madera, vidrio y plástico;2;17 02 10 | Plástico HDPE (polietileno de alta densidad);17 02 10 
1767;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;90,967;Reducción de residuos orgánicos en base a larvas de insectos;68;Valorización;2;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 02 | Residuos de tejidos de animales;02 02 02 
1768;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;586,81;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 01 | Lodos de lavado y limpieza;02 01 01 
1769;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;4557,07;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 02 | Residuos de tejidos de animales;02 01 02 
1770;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;955,642;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;01 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca;1;02 01 99 | Residuos no especificados en otra categoría;02 01 99 
1771;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;928,9;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 02 | Residuos de tejidos de animales;02 02 02 
1772;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;1548,284;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 03 | Materiales inadecuados para el consumo o la elaboración;02 02 03 
1773;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;1178,244;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 04 | Lodos del tratamiento in situ de efluentes;02 02 04 
1774;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;623,158;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal;2;02 02 99 | Residuos no especificados en otra categoría;02 02 99 
1775;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;11,45;Relleno sanitario;11;Eliminación;1;"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos";2;07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao);7;02 07 99 | Residuos no especificados en otra categoría;02 07 99 
1776;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;49,94;Relleno sanitario;11;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;01 | Residuos de la transformación de la madera y de la producción de tableros y muebles;1;03 01 05 | Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04;03 01 05 
1777;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;1699,67;Relleno sanitario;11;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;01 | Residuos de la transformación de la madera y de la producción de tableros y muebles;1;03 01 99 | Residuos no especificados en otra categoría;03 01 99 
1802;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;101,326;Relleno sanitario;11;Eliminación;1;"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";15;01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal);1;15 01 02 | Envases de plástico;15 01 02 
1778;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;92,12;Relleno sanitario;11;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;3;03 03 07 | Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón;03 03 07 
1779;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;6,51;Relleno sanitario;11;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;3;03 03 08 | Residuos procedentes de la clasificación de papel y cartón destinados al reciclado;03 03 08 
1780;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;421,899;Relleno sanitario;11;Eliminación;1;03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón;3;03 | Residuos de la producción y transformación de pasta de papel, papel y cartón;3;03 03 99 | Residuos no especificados en otra categoría;03 03 99 
1782;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;6,19;Relleno sanitario;11;Eliminación;1;04 | Residuos de las industrias del cuero, de la piel y textil;4;02 | Residuos de la industria textil;2;04 02 22 | Residuos de fibras textiles procesadas;04 02 22 
1783;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;55,75;Relleno sanitario;11;Eliminación;1;04 | Residuos de las industrias del cuero, de la piel y textil;4;02 | Residuos de la industria textil;2;04 02 99 | Residuos no especificados en otra categoría;04 02 99 
1784;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;4,464;Relleno sanitario;11;Eliminación;1;06 | Residuos de procesos químicos inorgánicos;6;03 | Residuos de la FFDU de sales y sus soluciones y de óxidos metálicos;3;06 03 14 | Sales sólidas y soluciones distintas de las mencionadas en los códigos 06 03 11 y 06 03 13;06 03 14 
1785;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;528,679;Relleno sanitario;11;Eliminación;1;06 | Residuos de procesos químicos inorgánicos;6;05 | Lodos del tratamiento in situ de efluentes;5;06 05 03 | Lodos del tratamiento in situ de efluentes, distintos de los mencionados en el código 06 05 02;06 05 03 
1786;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;34,954;Relleno sanitario;11;Eliminación;1;06 | Residuos de procesos químicos inorgánicos;6;13 | Residuos de procesos químicos inorgánicos no especificados en otra categoría;13;06 13 99 | Residuos no especificados en otra categoría;06 13 99 
1787;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;3,6;Relleno sanitario;11;Eliminación;1;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;1;08 01 12 | Residuos de pintura y barniz, distintos de los especificados en el código 08 01 11;08 01 12 
1788;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;5,73;Relleno sanitario;11;Eliminación;1;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;1;08 01 14 | Lodos de pintura y barniz, distintos de los especificados en el código 08 01 13;08 01 14 
1789;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;107,49;Relleno sanitario;11;Eliminación;1;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;1;08 01 18 | Residuos del decapado o eliminación de pintura y barniz, distintos de los especificados en el código 08 01 17;08 01 18 
1790;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;13;Relleno sanitario;11;Eliminación;1;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;1;08 01 20 | Suspensiones acuosas que contienen pintura o barniz, distintos de los especificados en el código 08 01 19;08 01 20 
1856;2022;Destinatario Final;4;5465033;RECICLAJES FAREX SPA;RECICLAJES FAREX SPA;76200213-2;Venta al por mayor de desperdicios, desechos, chatarra y otros productos n.c.p.;G4669;Venta al por mayor de desechos metálicos (chatarra);G466902;-33,486864806709;-70,701354785133;13102;Cerrillos;Santiago;Metropolitana de Santiago;Comercio mayorista;18;1;0,843;Reciclaje de metales;20;Valorización;2;17 | Residuos de la construcción y demolición;17;04 | Metales (incluidas sus aleaciones);4;17 04 02 | Aluminio;17 04 02 
1791;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;14,62;Relleno sanitario;11;Eliminación;1;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz;1;08 01 99 | Residuos no especificados en otra categoría;08 01 99 
1792;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;31,5;Relleno sanitario;11;Eliminación;1;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);4;08 04 10 | Residuos de adhesivos y sellantes, distintos de los especificados en el código 08 04 09;08 04 10 
1793;2022;Destinatario Final;4;33161;PLANTA COPIULEMU;HIDRONOR CHILE S.A;96607990-8;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;-36,863902346883;-72,856266512602;8104;Florida;Concepción;Biobío;Gestores de residuos;15;1;123,576;Relleno sanitario;11;Eliminación;1;08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión;8;04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización);4;08 04 16 | Residuos líquidos acuosos que contienen adhesivos o sellantes, distintos de los especificados en el código 08 04 15;08 04 16 
