anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2022,,5440322,MINERA ANTUCOYA,76079669-7,MINERA ANTUCOYA,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,Antofagasta,Mejillones,2102,-22.622444473777,-69.838470110231,Destinatario Final,,1,316.25,1,Eliminación,,,11,Relleno sanitario,20 03 01 ,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461639,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL QUILPUE,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Valparaíso,Marga Marga,Quilpué,5801,-33.040383381333,-71.417230078449,Destinatario Final,,1,14.244,2,Valorización,,,18,Reciclaje de plásticos,15 01 02 ,15 01 02 | Envases de plástico,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461639,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL QUILPUE,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Valparaíso,Marga Marga,Quilpué,5801,-33.040383381333,-71.417230078449,Destinatario Final,,1,33.563,2,Valorización,,,18,Reciclaje de plásticos,20 01 39 ,20 01 39 | Plásticos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461639,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL QUILPUE,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Valparaíso,Marga Marga,Quilpué,5801,-33.040383381333,-71.417230078449,Destinatario Final,,2,1075.09,2,Valorización,,,23,Co-procesamiento,15 01 01 ,15 01 01 | Envases de papel y cartón,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461639,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL QUILPUE,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Valparaíso,Marga Marga,Quilpué,5801,-33.040383381333,-71.417230078449,Destinatario Final,,2,30.395,2,Valorización,,,16,"Reciclaje de papel, cartón y productos de papel",15 01 01 ,15 01 01 | Envases de papel y cartón,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461639,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL QUILPUE,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Valparaíso,Marga Marga,Quilpué,5801,-33.040383381333,-71.417230078449,Destinatario Final,,2,67.107,2,Valorización,,,16,"Reciclaje de papel, cartón y productos de papel",15 01 01 ,15 01 01 | Envases de papel y cartón,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461639,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL QUILPUE,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Valparaíso,Marga Marga,Quilpué,5801,-33.040383381333,-71.417230078449,Destinatario Final,,2,10.74,2,Valorización,,,16,"Reciclaje de papel, cartón y productos de papel",15 01 01 ,15 01 01 | Envases de papel y cartón,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5461639,RECUPAC S.A.,96588400-9,RECUPAC SUCURSAL QUILPUE,Gestores de residuos,15.0,Recogida de desechos no peligrosos,E3811,Recogida de desechos no peligrosos,E381100,Valparaíso,Marga Marga,Quilpué,5801,-33.040383381333,-71.417230078449,Destinatario Final,,2,5.0,2,Valorización,,,18,Reciclaje de plásticos,15 01 02 ,15 01 02 | Envases de plástico,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,322183,FORESTAL RIO CALLE CALLE S A,96626060-2,FORESTAL RIO CALLE CALLE S.A.,Industria de la madera y silvicultura,2.0,Extracción de madera,A0220,Extracción de madera,A022000,Los Ríos,Valdivia,Valdivia,14101,-39.869521287544,-73.261967875313,Destinatario Final,,1,106.6994,1,Eliminación,,,12,Vertedero,03 01 05 ,"03 01 05 | Serrín, virutas, recortes, madera, tableros de partículas y chapas distintos de los mencionados en el código 03 01 04",3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",1,01 | Residuos de la transformación de la madera y de la producción de tableros y muebles,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5473972,MAESTRANZA RIO CLARO LIMITADA,78765740-0,RIO CLARO TIL TIL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Chacabuco,Tiltil,13303,-33.010279867492,-70.885658971396,Destinatario Final,,2,1088.55,2,Valorización,,,7,Preparación para reutilización,16 01 17 ,16 01 17 | Metales ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5473972,MAESTRANZA RIO CLARO LIMITADA,78765740-0,RIO CLARO TIL TIL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Chacabuco,Tiltil,13303,-33.010279867492,-70.885658971396,Destinatario Final,,2,326.79,2,Valorización,,,20,Reciclaje de metales,16 01 17 ,16 01 17 | Metales ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5473972,MAESTRANZA RIO CLARO LIMITADA,78765740-0,RIO CLARO TIL TIL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Chacabuco,Tiltil,13303,-33.010279867492,-70.885658971396,Destinatario Final,,2,957.71,2,Valorización,,,20,Reciclaje de metales,16 01 17 ,16 01 17 | Metales ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5473972,MAESTRANZA RIO CLARO LIMITADA,78765740-0,RIO CLARO TIL TIL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Chacabuco,Tiltil,13303,-33.010279867492,-70.885658971396,Destinatario Final,,2,86.4,2,Valorización,,,20,Reciclaje de metales,16 01 17 ,16 01 17 | Metales ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5473972,MAESTRANZA RIO CLARO LIMITADA,78765740-0,RIO CLARO TIL TIL,Gestores de residuos,15.0,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Metropolitana de Santiago,Chacabuco,Tiltil,13303,-33.010279867492,-70.885658971396,Destinatario Final,,2,774.22,2,Valorización,,,20,Reciclaje de metales,16 01 17 ,16 01 17 | Metales ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5440323,SIERRA GORDA S.C.M.,76081590-K,SIERRA GORDA SCM,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.836657681074,-69.27872990351,Destinatario Final,,2,838.039,1,Eliminación,,,11,Relleno sanitario,01 04 99 ,01 04 99 | Residuos no especificados en otra categoría,1,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",4,04 | Residuos de la transformación física y química de minerales no metálicos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5440323,SIERRA GORDA S.C.M.,76081590-K,SIERRA GORDA SCM,Minería,4.0,Extracción y procesamiento de cobre,B0400,Extracción y procesamiento de cobre,B040000,Antofagasta,El Loa,Calama,2201,-22.836657681074,-69.27872990351,Destinatario Final,,1,838.039,1,Eliminación,,,11,Relleno sanitario,01 04 99 ,01 04 99 | Residuos no especificados en otra categoría,1,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",4,04 | Residuos de la transformación física y química de minerales no metálicos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5479776,"ARRIENDO DE MAQUINARIAS, EQUIPOS Y MOVIMIENTOS DE TIERRA SOULAT SPA",76283474-K,RUKAMAQ,Construcción,16.0,Preparación del terreno,F4312,Preparación del terreno,F431200,Biobío,Arauco,Arauco,8202,-37.2466681489658,-73.3146183968201,Destinatario Final,,1,191.38,1,Eliminación,,,60,Sitio de Escombros de la Construcción,03 03 99 ,03 03 99 | Residuos no especificados en otra categoría,3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5487319,MAQUINARIAS ARAUCO SOCIEDAD POR ACCIONES,77125626-0,MAQUINARIAS ARAUCO SpA,Construcción,16.0,Otras actividades especializadas de construcción,F4390,Otras actividades especializadas de construcción,F439000,Biobío,Arauco,Arauco,8202,-37.2464932563139,-73.3147902300768,Destinatario Final,,1,49.6,1,Eliminación,,,60,Sitio de Escombros de la Construcción,17 09 04 ,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5486108,COMERCIALIZADORA SANYLOP LIMITADA,76174780-0,SANYLOP,Industria de la madera y silvicultura,2.0,Fabricación de recipientes de madera,C1623,Fabricación de recipientes de madera,C162300,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.377063420239,-70.7217562105896,Destinatario Final,,1,4.64,2,Valorización,,,27,Compostaje,15 01 03 ,15 01 03 | Envases de madera,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5486108,COMERCIALIZADORA SANYLOP LIMITADA,76174780-0,SANYLOP,Industria de la madera y silvicultura,2.0,Fabricación de recipientes de madera,C1623,Fabricación de recipientes de madera,C162300,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.377063420239,-70.7217562105896,Destinatario Final,,1,53.65,2,Valorización,,,7,Preparación para reutilización,15 01 03 ,15 01 03 | Envases de madera,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5486108,COMERCIALIZADORA SANYLOP LIMITADA,76174780-0,SANYLOP,Industria de la madera y silvicultura,2.0,Fabricación de recipientes de madera,C1623,Fabricación de recipientes de madera,C162300,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.377063420239,-70.7217562105896,Destinatario Final,,1,17.303,2,Valorización,,,7,Preparación para reutilización,20 01 38 ,20 01 38 | Madera distinta de la especificada en el código 20 01 37,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5486108,COMERCIALIZADORA SANYLOP LIMITADA,76174780-0,SANYLOP,Industria de la madera y silvicultura,2.0,Fabricación de recipientes de madera,C1623,Fabricación de recipientes de madera,C162300,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.377063420239,-70.7217562105896,Destinatario Final,,1,0.422,5,Recolección,,,43,Pretratamiento de madera que no contiene sustancias peligrosas,15 01 03 ,15 01 03 | Envases de madera,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5486108,COMERCIALIZADORA SANYLOP LIMITADA,76174780-0,SANYLOP,Industria de la madera y silvicultura,2.0,Fabricación de recipientes de madera,C1623,Fabricación de recipientes de madera,C162300,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.377063420239,-70.7217562105896,Destinatario Final,,1,13.592,5,Recolección,,,43,Pretratamiento de madera que no contiene sustancias peligrosas,20 01 38 ,20 01 38 | Madera distinta de la especificada en el código 20 01 37,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5486108,COMERCIALIZADORA SANYLOP LIMITADA,76174780-0,SANYLOP,Industria de la madera y silvicultura,2.0,Fabricación de recipientes de madera,C1623,Fabricación de recipientes de madera,C162300,Metropolitana de Santiago,Santiago,Quilicura,13125,-33.377063420239,-70.7217562105896,Destinatario Final,,1,0.3,1,Eliminación,,,49,Residuos Voluminosos,20 01 99 ,20 01 99 | Otras fracciones no especificadas en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,171.0,5,Recolección,,,35,Pretratamiento (I.R.A.R.),01 03 99 ,01 03 99 | Residuos no especificados en otra categoría,1,"01 | Residuos de la prospección, extracción de minas y canteras y tratamientos físicos y químicos de minerales",3,03 | Residuos de la transformación física y química de minerales metálicos,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,6.21,5,Recolección,,,35,Pretratamiento (I.R.A.R.),10 01 19 ,"10 01 19 | Residuos procedentes de la depuración de gases distintos de los especificados en los códigos 10 01 05, 10 01 07 y 10 01 18",10,10 | Residuos de procesos térmicos,1,01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,0.06,5,Recolección,,,35,Pretratamiento (I.R.A.R.),10 01 99 ,10 01 99 | Residuos no especificados en otra categoría,10,10 | Residuos de procesos térmicos,1,01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,0.06,5,Recolección,,,35,Pretratamiento (I.R.A.R.),16 01 03 ,16 01 03 | Neumáticos fuera de uso,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,0.4,5,Recolección,,,35,Pretratamiento (I.R.A.R.),17 09 04 ,"17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5459127,SOC COMERCIAL RECMETAL COMPANIA LIMITADA,77612130-4,R01G377,Comercio mayorista,18.0,Venta al por mayor de metales y minerales metalíferos,G4662,Venta al por mayor de metales y minerales metalíferos,G466200,Tarapacá,Iquique,Alto Hospicio,1107,-20.273904077068,-70.086788163014,Destinatario Final,,1,56.93,5,Recolección,,,44,Pretratamiento de Metales,20 01 40 ,20 01 40 | Metales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,5.0,5,Recolección,,,35,Pretratamiento (I.R.A.R.),20 02 01 ,20 02 01 | Residuos biodegradables,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",2,02 | Residuos de parques y jardines (incluidos los residuos de cementerios),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,2.81,5,Recolección,,,35,Pretratamiento (I.R.A.R.),20 03 99 ,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,55.05,2,Valorización,,,20,Reciclaje de metales,10 06 01 ,10 06 01 | Escorias de la producción primaria y secundaria,10,10 | Residuos de procesos térmicos,6,06 | Residuos de la termometalurgia del cobre,,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,3538.37,2,Valorización,,,20,Reciclaje de metales,16 01 17 ,16 01 17 | Metales ferrosos,16,16 | Residuos no especificados en otro capítulo de la lista,1,"01 | Vehículos de diferentes medios de transporte (incluidas las máquinas no de carretera) al final de su vida útil y residuos del desguace de vehículos al final de su vida útil y del mantenimiento de vehículos (excepto los de los capítulos 13, 14 y los subcapítulos 16 06 y 16 08)",,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,6.72,2,Valorización,,,20,Reciclaje de metales,17 04 01 ,"17 04 01 | Cobre, bronce, latón",17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,1.126,2,Valorización,,,20,Reciclaje de metales,17 04 02 ,17 04 02 | Aluminio,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,60.21,2,Valorización,,,20,Reciclaje de metales,20 01 40 ,20 01 40 | Metales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,0.078,2,Valorización,,,16,"Reciclaje de papel, cartón y productos de papel",15 01 01 ,15 01 01 | Envases de papel y cartón,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,0.25,2,Valorización,,,16,"Reciclaje de papel, cartón y productos de papel",20 01 01 ,20 01 01 | Papel y cartón,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2022-ckan.csv,False
2022,,5452838,GESTION INTEGRAL DE RESIDUOS GEOBARRA EXINS S.A.,76562260-3,GEOBARRA EXINS LTDA,Gestores de residuos,15.0,Recuperación de materiales,E3830,Recuperación y reciclamiento de desperdicios y desechos metálicos,E383001,Libertador Gral. Bernardo O'Higgins,Cachapoal,Rengo,6115,-34.350119067544,-70.842300871787,Destinatario Final,,1,54.76,2,Valorización,,,18,Reciclaje de plásticos,17 02 10 ,17 02 10 | Plástico HDPE (polietileno de alta densidad),17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2022-ckan.csv,False
