anio,mes,id_vu,razon_social,rut,nombre_establecimiento,rubro,id_rubro,ciiu4,id_ciiu4,ciiu6,id_ciiu6,region,provincia,comuna,id_comuna,latitud,longitud,rol_establecimiento,id_declaracion,tipo_movimiento,toneladas,tratamiento_n1_id,tratamiento_n1,tratamiento_n2_id,tratamiento_n2,tratamiento_n3_id,tratamiento_n3,ler_codigo,ler_nombre,ler_capitulo_num,ler_capitulo,ler_subcapitulo_num,ler_subcapitulo,trazabilidad_id_vu,trazabilidad_nombre_establecimiento,trazabilidad_razon_social,trazabilidad_comuna,trazabilidad_region,trazabilidad_pais,fuente_archivo,es_declaracion_excluida_original
2021,,1031669,COMPLEJO INDUSTRIAL MOLYNOR S.A.,76016222-1,COMPLEJO INDUSTRIAL MOLYNOR S.A.,Otras industrias manufactureras,10,Fabricación de productos primarios de metales preciosos y otros metales no ferrosos,C2420,Fabricación de productos primarios de metales preciosos y de otros metales no ferrosos n.c.p.,C242009,Antofagasta,Antofagasta,Mejillones,2102,-23.06031555,-70.37413281,Destinatario Final,,1,532.593,5.0,Recolección,,,44,Pretratamiento de Metales, Hierro y acero no galvanizados,17 04 05 | Hierro y acero no galvanizados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,2261.29073,1.0,Eliminación,,,11,Relleno sanitario, Residuos de desarenado,19 08 02 | Residuos de desarenado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,1.177,2.0,Valorización,,,18,Reciclaje de plásticos, Envases de plástico,15 01 02 | Envases de plástico,15,"15 | Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría",1,01 | Envases (incluidos los residuos de envases de la recogida selectiva municipal),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,5.321,1.0,Eliminación,,,11,Relleno sanitario," Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10","17 02 03 | Otros Plástico no especificados en los códigos 17 02 07, 17 02 08, 17 02 09 y 17 02 10",17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,2145.65,1.0,Eliminación,,,11,Relleno sanitario," Residuos cuya recogida y eliminación no es objeto de requisitos especiales para prevenir infecciones (por ejemplo, vendajes, vaciados de yeso, ropa blanca, ropa desechable, pañales)","18 01 04 | Residuos cuya recogida y eliminación no es objeto de requisitos especiales para prevenir infecciones (por ejemplo, vendajes, vaciados de yeso, ropa blanca, ropa desechable, pañales)",18,18 | Residuos de servicios médicos o veterinarios o de investigación asociada (salvo los residuos de cocina y de restaurante no procedentes directamente de la prestación de cuidados sanitarios),1,"01 | Residuos de maternidades, del diagnóstico, tratamiento o prevención de enfermedades humanas",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,138.32,1.0,Eliminación,,,11,Relleno sanitario, Residuos de fibras textiles procesadas,04 02 22 | Residuos de fibras textiles procesadas,4,"04 | Residuos de las industrias del cuero, de la piel y textil",2,02 | Residuos de la industria textil,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,52.54,1.0,Eliminación,,,11,Relleno sanitario, Aceites y grasas comestibles,20 01 25 | Aceites y grasas comestibles,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,0.31,1.0,Eliminación,,,11,Relleno sanitario, Residuos de la limpieza de alcantarillas,20 03 06 | Residuos de la limpieza de alcantarillas,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,731.565,1.0,Eliminación,,,11,Relleno sanitario, Residuos no especificados en otra categoría,03 03 99 | Residuos no especificados en otra categoría,3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,145.61,1.0,Eliminación,,,11,Relleno sanitario, Materiales de construcción a base de yeso distintos de los especificados en el código 17 08 01,17 08 02 | Materiales de construcción a base de yeso distintos de los especificados en el código 17 08 01,17,17 | Residuos de la construcción y demolición,8,08 | Materiales de construcción a base de yeso,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,42.05,1.0,Eliminación,,,11,Relleno sanitario, Residuos no especificados en otra categoría,02 07 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",7,"07 | Residuos de la producción de bebidas alcohólicas y no alcohólicas (excepto café, té y cacao)",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,141.9,1.0,Eliminación,,,11,Relleno sanitario, Metales mezclados,17 04 07 | Metales mezclados,17,17 | Residuos de la construcción y demolición,4,04 | Metales (incluidas sus aleaciones),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,351.796,1.0,Eliminación,,,11,Relleno sanitario, Residuos inorgánicos distintos de los especificados en el código 16 03 03,16 03 04 | Residuos inorgánicos distintos de los especificados en el código 16 03 03,16,16 | Residuos no especificados en otro capítulo de la lista,3,03 | Lotes de productos fuera de especificación y productos no utilizados,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,3.336,1.0,Eliminación,,,11,Relleno sanitario, Lodos de lavado y limpieza,02 02 01 | Lodos de lavado y limpieza,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,0.057,1.0,Eliminación,,,11,Relleno sanitario, Vidrio,17 02 02 | Vidrio,17,17 | Residuos de la construcción y demolición,2,"02 | Madera, vidrio y plástico",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,40.43,1.0,Eliminación,,,11,Relleno sanitario," Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón","03 03 07 | Desechos, separados mecánicamente, de pasta elaborada a partir de residuos de papel y cartón",3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",3,"03 | Residuos de la producción y transformación de pasta de papel, papel y cartón",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,1.11,1.0,Eliminación,,,11,Relleno sanitario, Equipos desechados distintos de los especificados en los códigos 16 02 09 a 16 02 13,16 02 14 | Equipos desechados distintos de los especificados en los códigos 16 02 09 a 16 02 13,16,16 | Residuos no especificados en otro capítulo de la lista,2,02 | Residuos de equipos eléctricos y electrónicos,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,3.61,1.0,Eliminación,,,11,Relleno sanitario, Madera distinta de la especificada en el código 20 01 37,20 01 38 | Madera distinta de la especificada en el código 20 01 37,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,1802.63,1.0,Eliminación,,,11,Relleno sanitario," Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)","10 01 01 | Cenizas del hogar, escorias y polvo de caldera (excepto el polvo de caldera especificado en el código 10 01 04)",10,10 | Residuos de procesos térmicos,1,01 | Residuos de centrales eléctricas y otras plantas de combustión (excepto el capítulo 19),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,4.25,1.0,Eliminación,,,11,Relleno sanitario," Lodos acuosos que contienen adhesivos o sellantes, distintos de los especificados en el código 08 04 13","08 04 14 | Lodos acuosos que contienen adhesivos o sellantes, distintos de los especificados en el código 08 04 13",8,"08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión",4,04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,7.23,1.0,Eliminación,,,11,Relleno sanitario, Conservantes de la madera no especificados en otra categoría,03 02 99 | Conservantes de la madera no especificados en otra categoría,3,"03 | Residuos de la transformación de la madera y de la producción de tableros y muebles, pasta de papel, papel y cartón",2,02 | Residuos de los tratamientos de conservación de la madera,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,258.0,1.0,Eliminación,,,11,Relleno sanitario, Residuos de limpieza viaria,20 03 03 | Residuos de limpieza viaria,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,40.14761,1.0,Eliminación,,,11,Relleno sanitario, Residuos de tejidos de animales,02 02 02 | Residuos de tejidos de animales,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,517.734,1.0,Eliminación,,,11,Relleno sanitario, Otras fracciones no especificadas en otra categoría,20 01 99 | Otras fracciones no especificadas en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,1666.97605,1.0,Eliminación,,,11,Relleno sanitario, Residuos de cribado,19 08 01 | Residuos de cribado,19,"19 | Residuos de las instalaciones para el tratamiento de residuos, de las plantas externas de tratamiento de aguas residuales y de la preparación de agua para consumo humano y de agua para uso industrial",8,08 | Residuos de plantas de tratamiento de aguas residuales no especificados en otra categoría,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,242.061,1.0,Eliminación,,,11,Relleno sanitario, Residuos orgánicos distintos de los especificados en el código 16 03 05,16 03 06 | Residuos orgánicos distintos de los especificados en el código 16 03 05,16,16 | Residuos no especificados en otro capítulo de la lista,3,03 | Lotes de productos fuera de especificación y productos no utilizados,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,233.488,1.0,Eliminación,,,11,Relleno sanitario, Concentrados acuosos distintos de los especificados en el código 16 10 03,16 10 04 | Concentrados acuosos distintos de los especificados en el código 16 10 03,16,16 | Residuos no especificados en otro capítulo de la lista,10,10 | Residuos líquidos acuosos destinados a plantas de tratamiento externas,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,1.631,1.0,Eliminación,,,11,Relleno sanitario, Sales sólidas y soluciones distintas de las mencionadas en los códigos 06 03 11 y 06 03 13,06 03 14 | Sales sólidas y soluciones distintas de las mencionadas en los códigos 06 03 11 y 06 03 13,6,06 | Residuos de procesos químicos inorgánicos,3,03 | Residuos de la FFDU de sales y sus soluciones y de óxidos metálicos,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,212.06,1.0,Eliminación,,,11,Relleno sanitario, Residuos no especificados en otra categoría,02 04 99 | Residuos no especificados en otra categoría,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",4,04 | Residuos de la elaboración de azúcar,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,69.753,1.0,Eliminación,,,11,Relleno sanitario, Residuos no especificados en otra categoría,08 04 99 | Residuos no especificados en otra categoría,8,"08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión",4,04 | Residuos de la FFDU de adhesivos y sellantes (incluyendo productos de impermeabilización),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,77.99,1.0,Eliminación,,,11,Relleno sanitario," Residuos del decapado o eliminación de pintura y barniz, distintos de los especificados en el código 08 01 17","08 01 18 | Residuos del decapado o eliminación de pintura y barniz, distintos de los especificados en el código 08 01 17",8,"08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión",1,01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,3372.17069,1.0,Eliminación,,,11,Relleno sanitario," Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03","17 09 04 | Residuos mezclados de construcción y demolición distintos de los especificados en los códigos 17 09 01, 17 09 02 y 17 09 03",17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,8.71,1.0,Eliminación,,,11,Relleno sanitario, Materiales de aislamiento distintos de los especificados en los códigos 17 06 01 y 17 06 03,17 06 04 | Materiales de aislamiento distintos de los especificados en los códigos 17 06 01 y 17 06 03,17,17 | Residuos de la construcción y demolición,9,09 | Otros residuos de construcción y demolición,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,137312.044,1.0,Eliminación,,,11,Relleno sanitario, Residuos municipales no especificados en otra categoría,20 03 99 | Residuos municipales no especificados en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,9.04,5.0,Recolección,,,61,Pretratamiento de caucho y goma, Otras fracciones no especificadas en otra categoría,20 01 99 | Otras fracciones no especificadas en otra categoría,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,42350.9575,1.0,Eliminación,,,11,Relleno sanitario, Mezclas de residuos municipales,20 03 01 | Mezclas de residuos municipales,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",3,03 | Otros residuos municipales,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,617.87,1.0,Eliminación,,,11,Relleno sanitario, Materiales inadecuados para el consumo o la elaboración,02 02 03 | Materiales inadecuados para el consumo o la elaboración,2,"02 | Residuos de la agricultura, horticultura, acuicultura, silvicultura, caza y pesca; residuos de la preparación y elaboración de alimentos",2,"02 | Residuos de la preparación y elaboración de carne, pescado y otros alimentos de origen animal",,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,0.09,1.0,Eliminación,,,11,Relleno sanitario," Residuos de pintura y barniz, distintos de los especificados en el código 08 01 11","08 01 12 | Residuos de pintura y barniz, distintos de los especificados en el código 08 01 11",8,"08 | Residuos de la fabricación, formulación, distribución y utilización (FFDU) de revestimientos (pinturas, barnices y esmaltes vítreos), adhesivos, sellantes y tintas de impresión",1,01 | Residuos de la FFDU y del decapado o eliminación de pintura y barniz,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,20.282,1.0,Eliminación,,,11,Relleno sanitario, Residuos no especificados en otra categoría,06 13 99 | Residuos no especificados en otra categoría,6,06 | Residuos de procesos químicos inorgánicos,13,13 | Residuos de procesos químicos inorgánicos no especificados en otra categoría,,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,29.88,1.0,Eliminación,,,11,Relleno sanitario, Plásticos,20 01 39 | Plásticos,20,"20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente",1,01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01),,,,,,,df-sinader-2021-ckan.csv,False
2021,,33161,HIDRONOR CHILE S.A,96607990-8,PLANTA COPIULEMU,Gestores de residuos,15,Tratamiento y eliminación de desechos no peligrosos,E3821,Tratamiento y eliminación de desechos no peligrosos,E382100,Biobío,Concepción,Florida,8104,-36.86390235,-72.85626651,Destinatario Final,,1,195.58,1.0,Eliminación,,,11,Relleno sanitario, Residuos no especificados en otra categoría,10 02 99 | Residuos no especificados en otra categoría,10,10 | Residuos de procesos térmicos,2,02 | Residuos de la industria del hierro y del acero,,,,,,,df-sinader-2021-ckan.csv,False
